id,type,chapter,section,question,choices,answer,explanation,tags,source_file,images
qa-0444,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,咳喘息が移行しうる疾患は？,{},典型的喘息（約30%）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0445,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,慢性好酸球性肺炎の特徴的な画像所見は？,{},末梢から始まる浸潤影（肺水腫の陰画）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0446,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ABPAのISHAM必須項目の血清総IgE基準は？,{},総IgE≧500 IU/mL,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0447,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ABPAでみられる高吸収粘液栓（HAM）のCT値は？,{},CT値≧70 HU,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0448,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,過敏性肺炎のBALで特徴的な所見は？,{},リンパ球増多・CD4/CD8比低下,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0449,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,IPFの病理組織型は？,{},UIPパターン,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0450,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,IPFで90%以上に聴取される聴診所見は？,{},背側肺底部のfine crackles（捻髪音）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0451,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,IPFの急性増悪の頻度と最終死因に占める割合は？,{},年5〜10%／最終死因の約4割,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0452,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,IPF慢性安定期に用いる抗線維化薬2剤は？,{},pirfenidone、nintedanib,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0453,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,IPFと異なりステロイドが有効で予後良好なIIPは？,{},NSIP,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0454,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ARDSのベルリン定義で重症のP/F比は？,{},P/F≦100,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0455,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ARDSのグローバル定義で新たに採用された比は？,{},SpO₂/FIO₂比（S/F）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0456,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ARDSの肺保護換気の一回換気量とプラトー圧は？,{},6mL/kg、プラトー圧≦30cmH₂O,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0457,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,薬剤性肺障害の原因薬剤で最多の系統は？,{},抗悪性腫瘍薬,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0458,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,薬剤性肺障害で予後不良な臨床病型は？,{},びまん性肺胞障害（DAD）・UIP,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0459,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,サルコイドーシスで上昇する血清マーカー3つは？,{},ACE、リゾチーム、可溶性IL-2受容体（sIL-2R）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0460,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,サルコイドーシスのBALで特徴的な所見は？,{},リンパ球増多・CD4/CD8比上昇,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0461,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,珪肺症のリンパ節石灰化の特徴は？,{},卵殻状石灰化（eggshell calcification）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0462,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,石綿肺の潜伏期間と合併に注意すべき悪性腫瘍は？,{},10年以上／肺癌・悪性胸膜中皮腫,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0463,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,肺高血圧症の血行動態的定義は？,{},安静時 平均肺動脈圧（mPAP）＞20 mmHg,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0464,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,PAH（前毛細血管性）のPAWPとPVRの基準は？,{},PAWP≦15 mmHg、PVR＞2 WU,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0465,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,急性血管反応性試験陽性のIPAHで用いる薬剤は？,{},Ca拮抗薬,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0466,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,肺血栓塞栓症の塞栓源の90%以上を占めるものは？,{},深部静脈血栓症（DVT）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0467,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,急性PTEの画像診断第一選択は？,{},造影CT（MDCTA）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0468,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,急性PTEのうちCTEPHへ移行する割合は？,{},約3.8%,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0469,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,TNM分類9版でN2が細分された項目は？,{},N2a（単一）とN2b（複数N2ステーション）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0470,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,小細胞癌に伴う腫瘍随伴症候群を2つ挙げよ。,{},SIADH、Lambert-Eaton症候群（他にCushing症候群）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0471,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,扁平上皮癌で高Ca血症をきたす機序は？,{},PTHrP産生,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0472,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,ドライバー遺伝子陰性肺癌で治療層別化に用いる発現は？,{},PD-L1発現,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0473,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,OSASの診断基準（PSG）は？,{},AHI≧5＋症状、またはAHI≧15（症状不問）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0474,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,中等症以上OSASの治療第一選択は？,{},CPAP,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0475,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,自己免疫性肺胞蛋白症（APAP）の疾患特異的抗体は？,{},抗GM-CSF抗体,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0476,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,PAPのHRCTで特徴的な所見は？,{},crazy-paving appearance,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0477,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,LAMの好発する患者背景と治療薬は？,{},妊娠可能年齢の女性／mTOR阻害薬（シロリムス）,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
qa-0478,qa,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,GPAとEGPAで陽性となるANCAは？,{},GPA=PR3-ANCA、EGPA=MPO-ANCA,,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""一問一答""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0479,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問1 急性上気道感染症について誤っているものはどれか。,"{""a"": ""かぜ症候群の原因の80〜90%はウイルスである"", ""b"": ""かぜ症候群の原因ウイルスはライノウイルスが最多である"", ""c"": ""A群溶連菌性咽頭炎の第一選択はamoxicillinである"", ""d"": ""急性気管支炎には原則として抗菌薬を投与する"", ""e"": ""急性喉頭蓋炎は気道閉塞をきたし致死的になりうる""}",d,急性気管支炎の大半はウイルス性であり原則として抗菌薬は不要（④が誤り）。①②はかぜ症候群の特徴として正しい。③A群溶連菌性咽頭炎はAMPC 10日間が第一選択で正しい。⑤急性喉頭蓋炎は喉頭蓋腫脹による気道閉塞で致死的となり、ceftriaxoneと早急な気道確保が必要。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0480,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問2 成人市中肺炎の細菌性肺炎と非定型肺炎（マイコプラズマ）の鑑別について正しいものはどれか。,"{""a"": ""年齢60歳以上であることは非定型を示唆する"", ""b"": ""基礎疾患が重度であることは非定型を示唆する"", ""c"": ""末梢血WBC≧10,000/μLは非定型を示唆する"", ""d"": ""頑固な咳があり聴診所見が乏しいのは非定型を示唆する"", ""e"": ""CRP高値は非定型に特異的である""}",d,"鑑別6項目は①60歳未満 ②基礎疾患なし/軽微 ③頑固な咳 ④聴診所見が乏しい ⑤迅速診断で原因菌未証明 ⑥WBC＜10,000/μL。該当数が多いほど非定型（マイコプラズマ）を示唆する。よって④が正しい。①②③はいずれも基準と逆。⑤CRPは鑑別に特異的でない。","[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0481,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問3 レジオネラ肺炎について誤っているものはどれか。,"{""a"": ""感染症法では4類全数把握疾患で届出が必要である"", ""b"": ""重症市中肺炎での頻度は比較的高い"", ""c"": ""低Na血症・低P血症をきたしやすい"", ""d"": ""尿中抗原はすべての血清型を検出できる"", ""e"": ""β-ラクタム系は無効でキノロン/マクロライドを用いる""}",d,レジオネラ尿中抗原はL. pneumophila血清型1のみを検出し、他の血清型・菌種は陰性となる（④が誤り）。①4類全数把握で正しい。②重症CAP（ICU）では14〜22.8%と高率。③低Na・低P血症は特徴的。⑤細胞内寄生菌のためβ-ラクタムは無効、キノロン/マクロライドを使用。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0482,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問4 肺結核について正しいものはどれか。,"{""a"": ""感染者の約半数が発症する"", ""b"": ""典型的な好発部位は中下肺野である"", ""c"": ""喀痰抗酸菌検査は1回で十分である"", ""d"": ""標準治療は4剤併用で開始する"", ""e"": ""治療期間は通常3か月である""}",d,標準治療はINH＋RFP＋EB（orSM）＋PZAの4剤2か月→INH＋RFP 4か月（計6か月）で正しい（④）。①発症は約10%。②好発は肺尖部・S6（高齢者では中下肺野も）。③喀痰は陽性率向上のため連続3日間採取。⑤標準は6か月（PZA不使用で9か月）。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0483,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問5 非結核性抗酸菌症（NTM）について誤っているものはどれか。,"{""a"": ""肺MAC症が最も多い"", ""b"": ""肺MAC症の標準治療はCAM＋EB＋RFPの3剤である"", ""c"": ""肺M. kansasii症は化学療法で完治しうる"", ""d"": ""M. abscessusは治療が容易な菌である"", ""e"": ""M. abscessusのerm遺伝子は治療反応性に関与する""}",d,M. abscessusは迅速発育菌で最も治療困難（④が誤り）。①肺MAC症が最多。②標準はマクロライド＋EB＋RFPの3剤。③M. kansasii症は化学療法で完治しうる。⑤erm(41)遺伝子が機能する亜種はマクロライド誘導耐性で予後不良。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0484,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問6 気管支喘息の診断・治療について誤っているものはどれか。,"{""a"": ""長期管理薬の中心は吸入ステロイド（ICS）である"", ""b"": ""FeNO＞35 ppbは喘息を支持する所見である"", ""c"": ""テオフィリンは血中濃度15μg/mL以下で維持する"", ""d"": ""omalizumabは血清IgE値にかかわらず適応となる"", ""e"": ""アスピリン喘息ではロイコトリエン受容体拮抗薬が有用である""}",d,"omalizumab（抗IgE抗体）は血清IgE 30〜1,500 IU/mLが適応（④が誤り）。①ICSが管理の中心。②FeNO＞35 ppbは喘息を支持。③テオフィリンは副作用回避のため15μg/mL以下で維持。⑤アスピリン喘息・アレルギー性鼻炎・運動誘発ではLTRAが有用。","[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0485,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問7 アレルギー性気管支肺アスペルギルス症（ABPA）について誤っているものはどれか。,"{""a"": ""A. fumigatusに対するⅠ型・Ⅲ型アレルギー反応である"", ""b"": ""ISHAM基準では血清総IgE≧500 IU/mLが必須である"", ""c"": ""中枢性気管支拡張をきたす"", ""d"": ""HAMは傍脊椎筋より低吸収を示す"", ""e"": ""Candidaなど酵母様真菌では発症しない""}",d,HAM（high-attenuation mucus）は傍脊椎筋より高吸収（CT値≧70 HU）の粘液栓である（④が誤り）。①Ⅰ型・Ⅲ型アレルギー反応で正しい。②③⑤も正しい。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0486,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問8 特発性肺線維症（IPF）について正しいものはどれか。,"{""a"": ""病理組織型はNSIPパターンである"", ""b"": ""治療の中心は高用量ステロイド単剤である"", ""c"": ""聴診ではcoarse cracklesを聴取する"", ""d"": ""急性増悪はIPFの最終死因の約4割を占める"", ""e"": ""バチ指は予後良好の指標である""}",d,急性増悪は年5〜10%に生じIPFの最終死因の約4割を占める（④が正しい）。①病理はUIPパターン。②慢性期はステロイド単剤は推奨されず抗線維化薬（pirfenidone/nintedanib）。③聴診はfine crackles（捻髪音）。⑤バチ指は予後不良の指標。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0487,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問9 ARDSの定義・管理について誤っているものはどれか。,"{""a"": ""ベルリン定義では重症はP/F≦100である"", ""b"": ""グローバル定義ではS/F比を採用している"", ""c"": ""グローバル定義では非挿管患者でも診断できる"", ""d"": ""CO₂は拡散障害により著明に上昇しやすい"", ""e"": ""肺保護換気では一回換気量を6mL/kg程度とする""}",d,CO₂は拡散能が酸素の約20倍と高く、著明なCO₂上昇は起きにくい（④が誤り）。①②③はグローバル定義（2023）の特徴。⑤肺保護換気は低一回換気量6mL/kg・プラトー圧≦30cmH₂Oが原則。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0488,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問10 サルコイドーシスについて誤っているものはどれか。,"{""a"": ""血清ACE・リゾチームが上昇する"", ""b"": ""血清可溶性IL-2受容体が上昇する"", ""c"": ""BALではCD4/CD8比が低下する"", ""d"": ""血清・尿中カルシウムが上昇しうる"", ""e"": ""心病変は致死性不整脈・突然死のリスクとなる""}",c,サルコイドーシスのBALではリンパ球増多・CD4/CD8比上昇が特徴（③が誤り。低下は喫煙や過敏性肺炎）。①ACE・リゾチームは肉芽腫量を反映し上昇。②sIL-2Rは活性化T細胞を反映し上昇。④高Ca血症・高Ca尿症をきたす。⑤心サルコイドーシスは突然死リスク。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0489,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問11 肺血栓塞栓症（PTE）について正しいものはどれか。,"{""a"": ""塞栓源の多くは上肢の静脈血栓である"", ""b"": ""低酸素血症の主因は拡散障害である"", ""c"": ""画像診断の第一選択は換気血流シンチである"", ""d"": ""Dダイマー陰性は除外に有用である"", ""e"": ""急性PTEはほとんどCTEPHに移行する""}",d,Dダイマー陰性は急性PTEの除外に有用（④が正しい）。①塞栓源の90%以上は下肢・骨盤のDVT。②低酸素の主因は換気血流ミスマッチ。③第一選択は造影CT（MDCTA）。⑤CTEPHへの移行は約3.8%。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0490,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問12 肺癌について誤っているものはどれか。,"{""a"": ""TNM分類9版でN2はN2a・N2bに細分された"", ""b"": ""小細胞癌はSIADHやLambert-Eaton症候群を伴いうる"", ""c"": ""扁平上皮癌の高Ca血症はPTHrPによる"", ""d"": ""ドライバー遺伝子陰性ではPD-L1発現で治療を層別化する"", ""e"": ""T分類は腫瘍の充実成分とすりガラス成分の合計径で評価する""}",e,TNM分類9版のT分類は充実成分径（solid component）で評価し、すりガラス成分は含めない（⑤が誤り）。①N2a（単一）・N2b（複数N2ステーション）に細分。②小細胞癌の腫瘍随伴症候群。③扁平上皮癌はPTHrPで高Ca血症。④ドライバー遺伝子陰性はPD-L1で層別化。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0491,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問13 閉塞性睡眠時無呼吸症候群（OSAS）について正しいものはどれか。,"{""a"": ""無呼吸中は呼吸努力が消失する"", ""b"": ""AHI≧5でも症状がなければ決して診断されない"", ""c"": ""中等症以上の第一選択治療はCPAPである"", ""d"": ""肥満との関連は乏しい"", ""e"": ""診断にはCTが必須である""}",c,中等症以上のOSASの第一選択はCPAP（③が正しい）。①OSASでは呼吸努力は保たれる（消失は中枢性CSA）。②AHI≧15なら症状がなくても診断可。④肥満が主因。⑤診断は終夜睡眠ポリグラフ（PSG）。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
mcq-0492,mcq,各論Ⅰ 気道・肺疾患,各論Ⅰ 気道・肺疾患,問14 まれな肺疾患について誤っているものはどれか。,"{""a"": ""自己免疫性肺胞蛋白症では抗GM-CSF抗体が陽性となる"", ""b"": ""肺胞蛋白症のHRCTでcrazy-paving appearanceを認める"", ""c"": ""LAMは妊娠可能年齢の女性に好発する"", ""d"": ""LAMの治療にはmTOR阻害薬が用いられる"", ""e"": ""EGPAではPR3-ANCAが陽性となることが多い""}",e,EGPAではMPO-ANCA（P-ANCA）が陽性となることが多い（⑤が誤り。PR3-ANCAはGPA）。①APAPは抗GM-CSF抗体陽性。②crazy-paving appearanceはPAPの典型。③④LAMは妊娠可能年齢女性に好発しmTOR阻害薬（シロリムス）が有効。,"[""各論Ⅰ"", ""各論Ⅰ 気道・肺疾患"", ""5択""]",各論I_気道肺疾患_問題集.docx,[]
qa-0493,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,呼吸不全の定義（PaO₂基準）は？,{},室内気吸入時のPaO₂≦60 Torr,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0494,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,Ⅰ型とⅡ型呼吸不全を分けるPaCO₂の基準は？,{},PaCO₂＞45 Torrで Ⅱ型,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0495,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,急性と慢性呼吸不全を分ける期間は？,{},1か月（以上持続で慢性）,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0496,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,A-aDO₂の正常値と異常と考える値は？,{},正常10 Torr以下／20 Torr以上で異常,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0497,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,肺胞換気式より、PaCO₂は何に反比例するか？,{},肺胞換気量（V̇A）,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0498,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,肺胞気酸素分圧（PAO₂）の簡易式は？,{},PAO₂≒PIO₂−PaCO₂/R,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0499,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,低酸素血症でA-aDO₂が開大しない病態は？,{},肺胞低換気（とPIO₂低下）,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0500,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,A-aDO₂が開大する3つの病態は？,{},拡散障害・換気血流比不均等・右左シャント,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0501,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,最も頻度が高い低酸素血症の原因は？,{},換気血流比不均等,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0502,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,酸素吸入でPaO₂が上昇しにくい病態は？,{},右左シャント,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0503,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,拡散障害が労作時・発熱時に増悪する理由は？,{},心拍出量増加で赤血球の肺胞毛細血管通過時間が短縮するため,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0504,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,拡散障害単独でPaCO₂が上昇しない理由は？,{},CO₂は酸素の約20倍拡散能が高いため,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0505,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,高地低酸素血症の機序は？,{},気圧低下による吸入気酸素分圧（PIO₂）の低下,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0506,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,臥位から座位・立位で低酸素をきたす病態の名称は？,{},platypnea-orthodeoxia,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0507,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,チアノーゼが出現する脱酸素化ヘモグロビンの量は？,{},5 g/dL以上,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0508,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,貧血患者でチアノーゼが出にくい理由は？,{},脱酸素化Hbが5 g/dLに達しにくいため,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0509,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,高二酸化炭素血症でみられる神経所見は？,{},羽ばたき振戦（傾眠・腱反射低下など）,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
qa-0510,qa,各論Ⅱ 呼吸不全,各論Ⅱ 呼吸不全,動脈血ガス分析は必ずどの条件下で行うか？,{},室内気吸入下,,"[""各論Ⅱ"", ""各論Ⅱ 呼吸不全"", ""一問一答""]",各論II_呼吸不全_問題集.docx,[]
